,0,1,2,3,4,5,6,7,8,9,10,11
65,tq7Z-E0Hdseq_dq_yn7eSQ,raising-canes-chicken-fingers-columbus-2,RaisingCane'sChickenFingers,https://www.yelp.com/biz/raising-canes-chicken-fingers-columbus-2?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,133,+16142610011,4910.2219379143,40.018497,-83.024715,4.0,"Fast Food, Chicken Wings",delivery
66,2_vQx_n_9zoiUGXyshCAiA,jenis-splendid-ice-creams-columbus-12,Jeni'sSplendidIceCreams,https://www.yelp.com/biz/jenis-splendid-ice-creams-columbus-12?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,36,+16148675512,2863.1001643243,39.959268,-82.999920,4.5,Ice Cream & Frozen Yogurt,
67,h-oYNRrQ7T7FjtER36z8UQ,oddfellows-liquor-bar-columbus,OddfellowsLiquorBar,https://www.yelp.com/biz/oddfellows-liquor-bar-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,120,+16149239631,1208.4357972328,39.983505,-83.004627,3.5,Dive Bars,
68,wTzFL4xf4yEuIyFWuCyN6g,the-dry-mill-columbus-2,TheDryMill,https://www.yelp.com/biz/the-dry-mill-columbus-2?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,14,+16145152379,2485.9993505123,39.961042,-82.996078,4.5,Bars,
69,txA0utCRV9TAs6Eq5--Mrw,shake-no-eight-columbus,ShakeNoEight,https://www.yelp.com/biz/shake-no-eight-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,81,+16144293600,1827.5730906470,39.993487,-83.006956,3.5,"Coffee & Tea, Ice Cream & Frozen Yogurt, Desserts","delivery, pickup"
70,CUGljJqWT4Jq01sUe3CcUA,the-old-bag-of-nails-pub-columbus-4,TheOldBagofNailsPub,https://www.yelp.com/biz/the-old-bag-of-nails-pub-columbus-4?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,135,+16142524949,3791.4651935919,39.968735,-82.949928,3.0,Pubs,delivery
71,ALP7rrHJxXIHyzMMPGQ1vw,littlemoon-cafe-and-tea-columbus-2,LittleMoonCafeandTea,https://www.yelp.com/biz/littlemoon-cafe-and-tea-columbus-2?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,34,+16149566468,4699.0974865869,40.021320,-83.013436,4.5,"Bubble Tea, Coffee & Tea, Desserts",delivery
72,qF2D6-jN9b1TZYEalKALsQ,enat-ethiopian-restaurant-and-cafe-columbus,EnatEthiopianRestaurantandCafe,https://www.yelp.com/biz/enat-ethiopian-restaurant-and-cafe-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,8,+16145993481,11515.6120301930,39.954480,-82.860610,4.5,"Ethiopian, Desserts, Salad","delivery, pickup"
73,6rFfI22GfWYQb1SO0AP7iA,outsliders-at-little-rock-columbus,OutslidersatLittleRock,https://www.yelp.com/biz/outsliders-at-little-rock-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,5,+16143305518,684.9788069917,39.982242,-82.998442,5.0,"American (New), Burgers",
74,mle4XVlPQBH-IBdJiKpEAg,destination-donuts-columbus-2,DestinationDonuts,https://www.yelp.com/biz/destination-donuts-columbus-2?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,208,+16144079415,6090.0284569143,40.033878,-83.016866,4.0,"Donuts, Desserts, Ice Cream & Frozen Yogurt",
75,bsSF4FqcFXKWvvaCmiqwHA,tat-ristorante-di-famiglia-columbus,TATRistoranteDiFamiglia,https://www.yelp.com/biz/tat-ristorante-di-famiglia-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,127,+16142361392,7659.8941926760,39.946508,-82.914212,4.0,"Italian, Pizza, Seafood","delivery, pickup"
76,joBDT5xfuCwKDGy2IE-upg,double-happiness-columbus,DoubleHappiness,https://www.yelp.com/biz/double-happiness-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,54,+16148241964,3557.5859057965,39.951870,-83.000207,3.5,"Music Venues, Lounges, Chinese",
77,Dnu_xWSUHbMVjvrXOiffGg,madison-soul-food-kitchen-columbus,MadisonSoulFoodKitchen,https://www.yelp.com/biz/madison-soul-food-kitchen-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,31,+16142521657,3146.8253184169,39.973629,-82.955612,4.5,Soul Food,
78,KH-2Zkcw3Bb6gjdGnNJxcw,city-of-columbus-columbus-11,CityofColumbus,https://www.yelp.com/biz/city-of-columbus-columbus-11?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,27,+16146457602,2513.0088289365,39.962657,-83.003362,4.0,Local Flavor,
79,H9E_pV6dDe3-9epq_a4jfw,bostons-restaurant-and-sports-bar-columbus,Boston'sRestaurant&SportsBar,https://www.yelp.com/biz/bostons-restaurant-and-sports-bar-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,169,+16142294275,2153.3319609892,39.968250,-83.006880,3.0,"Pizza, Sports Bars","pickup, delivery"
80,N5yvv_q8h5omlj4x5Ukv_w,luckys-market-columbus,Lucky'sMarket,https://www.yelp.com/biz/luckys-market-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,176,+16144470258,4363.3062381389,40.018456,-83.012355,4.0,"Grocery, Delis, Health Markets",delivery
81,LV-ntcW1SpOUwYjGYKws8Q,marlow-s-cheesesteaks-gahanna-2,Marlow’sCheesesteaks,https://www.yelp.com/biz/marlow-s-cheesesteaks-gahanna-2?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,79,+16145325182,10405.4003874155,40.020228,-82.878394,4.5,"Cheesesteaks, Sandwiches, Cocktail Bars",
82,epc98u2MXz5nDbNQ4F6ySQ,golden-phoenix-chinese-restaurant-columbus,GoldenPhoenixChineseRestaurant,https://www.yelp.com/biz/golden-phoenix-chinese-restaurant-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,81,+16144713105,9363.9231268266,40.061981,-82.952446,4.0,Chinese,"pickup, delivery"
83,0boKOhTTM3paeyo3ncl2ZQ,georges-beechwold-diner-columbus,George'sBeechwoldDiner,https://www.yelp.com/biz/georges-beechwold-diner-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,216,+16144470944,8021.9260217681,40.054620,-83.000010,4.0,"Diners, Breakfast & Brunch, American (Traditional)","pickup, delivery"
84,Gw9PHJ4OoaS97VlQTiHzKw,red-rabbit-ramen-columbus,RedRabbitRamen,https://www.yelp.com/biz/red-rabbit-ramen-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,12,,3660.6756563319,39.988904,-83.032726,5.0,Ramen,
85,a_9MGNgqcRGN6yBUSaY4ww,skullys-music-diner-columbus,Skully'sMusic-Diner,https://www.yelp.com/biz/skullys-music-diner-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,164,+16142918856,1331.5368509152,39.985880,-83.005760,3.0,"Diners, Bars, Music Venues",delivery
86,NSiqQxUyJkLGaozSnU6fPg,tonys-italian-ristorante-columbus,Tony'sItalianRistoriante,https://www.yelp.com/biz/tonys-italian-ristorante-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,169,+16142248669,3676.0740971829,39.950551,-82.998843,3.5,Italian,delivery
87,-B0E1b3TjA3zV6leb74pbg,local-cantina-clintonville-columbus,LocalCantina-Clintonville,https://www.yelp.com/biz/local-cantina-clintonville-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,179,+16147548554,5176.9648324536,40.025904,-83.014057,4.0,"Mexican, Bars, Tex-Mex",delivery
88,PL0xy29--FEHr9-u8xk5Yg,bamboo-thai-kitchen-columbus,BambooThaiKitchen,https://www.yelp.com/biz/bamboo-thai-kitchen-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,246,+16143261950,9929.8922327028,40.063288,-83.040263,4.0,"Vietnamese, Thai",
89,_j45JSmo1jxBhRd6zM8Q2Q,grandads-pizza-columbus,Grandad'sPizza,https://www.yelp.com/biz/grandads-pizza-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,137,+16144889700,4144.9532065187,39.985118,-83.039115,4.0,Pizza,"delivery, pickup"
90,mio0s-96IjAlM6fIyxZn-A,alchemy-kitchen-columbus,AlchemyKitchen,https://www.yelp.com/biz/alchemy-kitchen-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,82,+16147250255,4654.9757164237,39.987130,-83.044720,4.5,"Cafes, Breakfast & Brunch","delivery, pickup"
91,sjDyNiuFvPp_YGF3jBN6xw,koso-columbus,Koso,https://www.yelp.com/biz/koso-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,13,,3590.4354781565,39.962570,-82.957830,5.0,"Food Court, Japanese, Korean","delivery, pickup"
92,zQvb59sORmpGg44AnszBtw,jasmine-fusion-grill-columbus-2,JasmineFusionGrill,https://www.yelp.com/biz/jasmine-fusion-grill-columbus-2?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,38,+16143775735,3652.3498623870,39.950657,-82.998174,4.5,"Asian Fusion, Indian","pickup, delivery"
93,WjBp6H3iMPT84XS4CXOuKQ,pastaria-columbus,Pastaria,https://www.yelp.com/biz/pastaria-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,87,+16142282850,1710.4715565758,39.972170,-83.004160,4.0,Italian,"pickup, delivery"
94,YLMEpH75tMApw-5JhiD2WA,barroluco-argentine-comfort-food-columbus,BarrolucoArgentineComfortFood,https://www.yelp.com/biz/barroluco-argentine-comfort-food-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,34,+16144500777,2325.8577532922,39.963408,-83.000090,4.5,"Argentine, Food Trucks, Comfort Food","pickup, delivery"
95,IoHni3wBpyLAyyNO7fl-gw,zenos-columbus,Zeno's,https://www.yelp.com/biz/zenos-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,71,+16142949158,2120.1170586640,39.984058,-83.015312,3.5,"Dive Bars, American (New)",delivery
96,f_XE9x75jV8Nffd6VERoUQ,trattoria-roma-columbus,TrattoriaRoma,https://www.yelp.com/biz/trattoria-roma-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,225,+16144882104,4654.9076133453,39.987250,-83.044710,3.5,"Italian, Cocktail Bars, Tapas Bars","pickup, delivery"
97,TzKFGVDK3OABk9xeZaDcXQ,marinos-seafood-columbus,Marino'sSeafood,https://www.yelp.com/biz/marinos-seafood-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,142,+16144818428,4172.7171894424,39.988796,-83.038772,4.0,"Seafood, Fish & Chips",delivery
98,NR-CkQYadMK_DuxewllOpg,bangkok-grocery-and-restaurant-columbus,BangkokGrocery&Restaurant,https://www.yelp.com/biz/bangkok-grocery-and-restaurant-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,335,+16142318787,9827.3988253874,39.917080,-82.913920,4.5,"Thai, Imported Food",delivery
99,asRNzfkqf-vEatP7MxCZiw,bottoms-up-coffee-columbus-2,BottomsUpCoffee,https://www.yelp.com/biz/bottoms-up-coffee-columbus-2?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,90,+16146622212,4267.9758850531,39.958550,-83.029089,4.5,Coffee & Tea,delivery
100,UOcK5XTNRKihjMMmudLpAg,yellow-brick-pizza-columbus-3,YellowBrickPizza,https://www.yelp.com/biz/yellow-brick-pizza-columbus-3?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,48,+16143725983,3453.9022942443,39.956121,-83.010819,4.0,Pizza,delivery
101,uT3Or2HOB5oi7xNVRnPvBg,los-guachos-gahanna-gahanna-2,LosGuachosGahanna,https://www.yelp.com/biz/los-guachos-gahanna-gahanna-2?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,304,+16144714717,11984.6537739511,40.054524,-82.885201,4.0,Mexican,delivery
102,TAQMu4iDlNzNV37tL7_U9g,cafe-de-nook-columbus,CafedeNook,https://www.yelp.com/biz/cafe-de-nook-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,126,+16147453712,2752.9860805671,39.958730,-82.997600,4.5,Coffee & Tea,delivery
103,k6ST1jdbH4kw1qPajzVhGA,oshio-station-columbus,OshioStation,https://www.yelp.com/biz/oshio-station-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,10,+16146705809,2876.3496854325,39.958170,-82.999660,4.5,Japanese,"delivery, pickup"
104,nhN7xCBEFaOBiS60ISHsqw,pokebap-columbus,Pokebap,https://www.yelp.com/biz/pokebap-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,15,+16145052631,761.1476230094,39.985207,-82.998882,4.0,"Poke, Hawaiian, Salad","delivery, pickup"
105,qrWMPHZ3OtpoX8SZJyluYA,bexley-pizza-plus-columbus,BexleyPizzaPlus,https://www.yelp.com/biz/bexley-pizza-plus-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,86,+16142373305,6097.6616037449,39.956612,-82.927826,4.0,Pizza,delivery
106,Ytg1ORpMxH2pnMXKiGDN-A,namaste-indo-nepali-cuisine-columbus-4,NamasteIndoNepaliCuisine,https://www.yelp.com/biz/namaste-indo-nepali-cuisine-columbus-4?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,77,+16142613636,8613.1598205274,40.060322,-82.984873,4.0,"Indian, Himalayan/Nepalese","delivery, pickup"
107,LlXGOufSEEZ-3BPU4s7yWw,hungry-monkey-food-truck-columbus,HungryMonkeyFoodTruck,https://www.yelp.com/biz/hungry-monkey-food-truck-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,20,+16143970527,1441.2924334581,39.991264,-83.000885,4.0,"Food Trucks, Burgers",
108,gLAvSbpqs-LVYFr5J8BqDg,kabob-time-columbus,KabobTime,https://www.yelp.com/biz/kabob-time-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,32,+16145566202,3943.7797388311,40.014734,-83.011085,4.5,"Mediterranean, Middle Eastern, Food Trucks","delivery, pickup"
109,CUGljJqWT4Jq01sUe3CcUA,the-old-bag-of-nails-pub-columbus-4,TheOldBagofNailsPub,https://www.yelp.com/biz/the-old-bag-of-nails-pub-columbus-4?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,135,+16142524949,3791.4651935919,39.968735,-82.949928,3.0,Pubs,delivery
110,rjKlm_WgiS1TSeMjWvne9g,la-glorys-columbus,LaGlory's,https://www.yelp.com/biz/la-glorys-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,81,+16142375844,6481.0137807353,39.980928,-82.914442,4.0,"Soul Food, Southern, Seafood","delivery, pickup"
111,cxY6HDZU3tvY6X6UfMPWEg,bonefish-grill-dublin,BonefishGrill,https://www.yelp.com/biz/bonefish-grill-dublin?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,188,+16147893474,14593.8574338896,40.070326,-83.118389,4.0,Seafood,"delivery, pickup"
112,NoF4NhO_o6oSyr5CwhwG_g,jenis-splendid-ice-creams-columbus-10,Jeni'sSplendidIceCreams,https://www.yelp.com/biz/jenis-splendid-ice-creams-columbus-10?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,162,+16144765364,9980.7032630504,40.051840,-82.915282,4.5,Ice Cream & Frozen Yogurt,"delivery, pickup"
113,HCzPtQnqDWfJca8UWBv8Ow,papa-giorgios-columbus-2,PapaGiorgio's,https://www.yelp.com/biz/papa-giorgios-columbus-2?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,90,+16144591111,10833.4499978691,40.064376,-83.060409,4.5,Pizza,"delivery, pickup"
114,iyY120o9olIbyo_OPerUtQ,gallos-on-high-columbus,Gallo'sonHigh,https://www.yelp.com/biz/gallos-on-high-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,47,+16146746223,7666.5067349665,40.047876,-83.020618,4.0,"American (Traditional), Italian, French","delivery, pickup"
115,dynb8-X4bGTl_BSX9ZxlPA,mama-mimis-take-n-bake-pizza-columbus-2,MamaMimi'sTakeNBakePizza,https://www.yelp.com/biz/mama-mimis-take-n-bake-pizza-columbus-2?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,49,+16142610080,4745.1774965876,40.021800,-83.013620,4.5,"Pizza, Italian","delivery, pickup"
116,gPey6VwxC035gkWOJkSUqQ,the-hickory-house-gahanna,TheHickoryHouse,https://www.yelp.com/biz/the-hickory-house-gahanna?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,276,+16144287427,11263.9161971370,40.003910,-82.860990,4.0,"Steakhouses, Barbeque",delivery
117,MgqT0o7YN09LdxyJwhnpbA,lion-cubs-cookies-grandview-heights,LionCubsCookies,https://www.yelp.com/biz/lion-cubs-cookies-grandview-heights?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,87,,4656.0926325957,39.983730,-83.045015,5.0,Bakeries,
118,HfTfTRgaS1o2yAy2R0hjmw,beer-barrel-pizza-and-grill-columbus,BeerBarrelPizzaandGrill,https://www.yelp.com/biz/beer-barrel-pizza-and-grill-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,161,+16146813663,9707.5338549535,40.052020,-82.920630,3.5,"Pizza, American (New), Sandwiches",delivery
119,yvtU5tHbFLnm-ZLCQvMEeA,yelp-elite-event-tacos-tequila-balboa-columbus,YelpEliteEvent:Tacos+Tequila@Balboa,https://www.yelp.com/biz/yelp-elite-event-tacos-tequila-balboa-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,11,,4606.2955598842,39.984501,-83.044510,5.0,Yelp Events,
120,cY8H9XNP50jpuJl-7D5mJg,yin-yue-restaurant-columbus,YinYueRestaurant,https://www.yelp.com/biz/yin-yue-restaurant-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,38,+16142687542,3664.7657940135,40.014250,-82.977020,3.5,Chinese,"delivery, pickup"
121,RsygVR-u828vAnjMLLcuFQ,gressos-restaurant-and-bar-columbus,Gresso'sRestaurantandBar,https://www.yelp.com/biz/gressos-restaurant-and-bar-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,182,+16144440131,4548.5223667385,39.942380,-82.997300,4.0,"Sports Bars, American (Traditional)","delivery, pickup"
122,8O9A_c19YN1lhttLUqR90Q,sushi-ten-columbus,SushiTen,https://www.yelp.com/biz/sushi-ten-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,93,+16144519100,9166.0072454540,40.050937,-83.051382,4.5,"Japanese, Sushi Bars","delivery, pickup"
123,gFWh4--E7aHYhWNqOvP6nw,first-watch-columbus-16,FirstWatch,https://www.yelp.com/biz/first-watch-columbus-16?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,198,+16144758512,13386.7112583299,40.055903,-82.865379,4.0,"Breakfast & Brunch, Cafes, American (Traditional)",delivery
124,n4t3vJ1vCZOfuIsqcCIvCw,shrimp-lips-seafood-and-chicken-columbus,ShrimpLipsSeafoodandChicken,https://www.yelp.com/biz/shrimp-lips-seafood-and-chicken-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,86,+16142302554,5891.6022323661,39.930220,-82.983930,4.0,"Food Trucks, Seafood, Cajun/Creole","delivery, pickup"
125,897e1Gpk60ifSXDu9HfFXQ,axis-nightclub-columbus,AxisNightclub,https://www.yelp.com/biz/axis-nightclub-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,85,+16144212233,1305.6857617317,39.978034,-83.004359,3.5,"Dance Clubs, Gay Bars",
126,12Rdg40YFg0xVMgXxkt53g,whits-frozen-custard-columbus-4,Whit'sFrozenCustard,https://www.yelp.com/biz/whits-frozen-custard-columbus-4?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,50,+16147548062,5683.6040730772,40.030235,-83.015892,4.5,Ice Cream & Frozen Yogurt,delivery
127,tK_pr-xqHiWwdN3wrsW4aA,the-rail-dublin-dublin,TheRail-Dublin,https://www.yelp.com/biz/the-rail-dublin-dublin?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,610,+16147253200,15035.4006423360,40.073180,-83.122015,4.0,"Burgers, Bars, American (Traditional)","pickup, delivery"
128,Y4Ujz8ypGeqBB5EmleLMVg,the-buckeye-lady-columbus,TheBuckeyeLady,https://www.yelp.com/biz/the-buckeye-lady-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,18,+16145613934,8281.1585402640,40.053850,-83.020349,5.0,Desserts,
129,t-mwfcumQwR1HV-v3zb5Bw,little-dragons-chinese-restaurant-columbus,LittleDragonsChineseRestaurant,https://www.yelp.com/biz/little-dragons-chinese-restaurant-columbus?adjust_creative=0DgQD6YAIRFieNeosDMLnA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0DgQD6YAIRFieNeosDMLnA,126,+16148469114,8815.4912585906,40.060774,-82.978595,4.0,Chinese,pickup
